state,SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,value
"{'delay': 8418.0, 'rssi': -7.0, 'snr': 10.0, 'time_over_air': 3908.0, 'bytes_per_second': 2.0, 'chunks_count': 1.0, 'attempt': 1}",11,886,250,5,12,0,200,44,100,1,0.02540769167
"{'delay': 1277.0, 'rssi': -8.0, 'snr': 10.5, 'time_over_air': 543.0, 'bytes_per_second': 16.0, 'chunks_count': 1.0, 'attempt': 1}",7,869,500,7,15,0,200,90,120,1,0.028091490000000004
"{'delay': 129.0, 'rssi': -6.0, 'snr': 5.25, 'time_over_air': 34.0, 'bytes_per_second': 264.0, 'chunks_count': 1.0, 'attempt': 1}",8,882,125,8,4,0,200,62,80,1,0.03130986333
"{'delay': 511.0, 'rssi': -19.0, 'snr': 12.0, 'time_over_air': 202.0, 'bytes_per_second': 44.0, 'chunks_count': 1.0, 'attempt': 1}",10,864,125,5,15,0,200,74,120,1,0.020854750000000002
"{'delay': 1769.0, 'rssi': -13.0, 'snr': 11.25, 'time_over_air': 789.0, 'bytes_per_second': 11.0, 'chunks_count': 1.0, 'attempt': 1}",7,890,125,7,13,0,200,36,100,1,0.030441469999999998
"{'delay': 236.0, 'rssi': -9.0, 'snr': 9.75, 'time_over_air': 79.0, 'bytes_per_second': 113.0, 'chunks_count': 1.0, 'attempt': 1}",7,887,125,6,16,0,200,22,120,1,0.030518250000000004
"{'delay': 195.0, 'rssi': -7.0, 'snr': 10.0, 'time_over_air': 60.0, 'bytes_per_second': 150.0, 'chunks_count': 1.0, 'attempt': 1}",10,883,500,5,16,0,200,47,120,1,0.02484048333
"{'delay': 374.0, 'rssi': -5.0, 'snr': 7.5, 'time_over_air': 142.0, 'bytes_per_second': 63.0, 'chunks_count': 1.0, 'attempt': 1}",8,890,500,8,5,0,200,29,80,1,0.03053970667
"{'delay': 136.0, 'rssi': -17.0, 'snr': 7.25, 'time_over_air': 34.0, 'bytes_per_second': 264.0, 'chunks_count': 1.0, 'attempt': 1}",12,877,125,6,13,0,200,62,100,1,0.017847
"{'delay': 6354.0, 'rssi': -9.0, 'snr': 9.75, 'time_over_air': 2827.0, 'bytes_per_second': 3.0, 'chunks_count': 1.0, 'attempt': 1}",9,875,500,5,13,0,200,51,100,1,0.02689491333
"{'delay': 233.0, 'rssi': -8.0, 'snr': 6.25, 'time_over_air': 81.0, 'bytes_per_second': 111.0, 'chunks_count': 1.0, 'attempt': 1}",12,871,250,7,6,0,200,66,80,1,0.021292926670000004
"{'delay': 3450.0, 'rssi': -17.0, 'snr': 11.75, 'time_over_air': 1512.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 1}",12,873,125,8,7,0,200,59,80,1,0.01780866667
"{'delay': 6616.0, 'rssi': -17.0, 'snr': 9.75, 'time_over_air': 2860.0, 'bytes_per_second': 3.0, 'chunks_count': 1.0, 'attempt': 1}",6,869,125,5,6,1,200,57,80,1,0.029382453330000002
"{'delay': 476.0, 'rssi': -16.0, 'snr': 7.0, 'time_over_air': 44.0, 'bytes_per_second': 204.0, 'chunks_count': 1.0, 'attempt': 1}",9,874,250,5,10,0,200,18,100,1,0.03420867833
"{'delay': 275.0, 'rssi': -10.0, 'snr': 13.75, 'time_over_air': 93.0, 'bytes_per_second': 96.0, 'chunks_count': 1.0, 'attempt': 1}",12,880,125,7,12,0,200,28,100,1,0.019064750000000002
"{'delay': 4355.0, 'rssi': -10.0, 'snr': 10.25, 'time_over_air': 1778.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 1}",6,881,500,8,3,1,200,44,80,1,0.020176910000000003
"{'delay': 4355.0, 'rssi': -19.0, 'snr': 10.75, 'time_over_air': 1778.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 1}",7,881,250,7,12,0,200,93,100,1,0.030555575
"{'delay': 205.0, 'rssi': -18.0, 'snr': 9.5, 'time_over_air': 69.0, 'bytes_per_second': 130.0, 'chunks_count': 1.0, 'attempt': 1}",6,888,500,5,3,1,200,84,80,1,0.03164888333
"{'delay': 173.0, 'rssi': -20.0, 'snr': 3.75, 'time_over_air': 15.0, 'bytes_per_second': 600.0, 'chunks_count': 1.0, 'attempt': 1}",9,872,500,7,14,0,200,45,120,1,0.028256745
"{'delay': 240.0, 'rssi': -13.0, 'snr': 8.0, 'time_over_air': 81.0, 'bytes_per_second': 111.0, 'chunks_count': 1.0, 'attempt': 1}",9,879,125,7,7,0,200,28,80,1,0.0323804
"{'delay': 650.0, 'rssi': -21.0, 'snr': 13.75, 'time_over_air': 251.0, 'bytes_per_second': 35.0, 'chunks_count': 1.0, 'attempt': 1}",6,884,125,6,7,1,200,87,80,1,0.0279789
"{'delay': 576.0, 'rssi': -20.0, 'snr': 6.5, 'time_over_air': 61.0, 'bytes_per_second': 147.0, 'chunks_count': 1.0, 'attempt': 1}",6,864,500,5,13,1,200,63,100,1,0.03336524333
"{'delay': 167.0, 'rssi': -13.0, 'snr': 3.5, 'time_over_air': 12.0, 'bytes_per_second': 750.0, 'chunks_count': 1.0, 'attempt': 1}",7,887,250,5,20,0,200,95,140,1,0.0291504
"{'delay': 196.0, 'rssi': -10.0, 'snr': 10.0, 'time_over_air': 66.0, 'bytes_per_second': 136.0, 'chunks_count': 1.0, 'attempt': 1}",11,877,250,6,8,0,200,69,100,1,0.024948753330000004
"{'delay': 1744.0, 'rssi': -22.0, 'snr': 10.75, 'time_over_air': 764.0, 'bytes_per_second': 11.0, 'chunks_count': 1.0, 'attempt': 1}",12,863,500,5,3,0,200,99,80,1,0.021696430000000003
"{'delay': 2139.0, 'rssi': -27.0, 'snr': 7.5, 'time_over_air': 994.0, 'bytes_per_second': 9.0, 'chunks_count': 1.0, 'attempt': 1}",6,871,500,8,12,1,200,97,100,1,0.029725400000000003
"{'delay': 227.0, 'rssi': -11.0, 'snr': 3.25, 'time_over_air': 18.0, 'bytes_per_second': 500.0, 'chunks_count': 1.0, 'attempt': 1}",6,890,250,6,7,1,200,98,80,1,0.03011528333
"{'delay': 325.0, 'rssi': -18.0, 'snr': 6.75, 'time_over_air': 33.0, 'bytes_per_second': 272.0, 'chunks_count': 1.0, 'attempt': 1}",11,887,500,8,17,0,200,30,120,1,0.021708893330000003
"{'delay': 639.0, 'rssi': -10.0, 'snr': 8.25, 'time_over_air': 239.0, 'bytes_per_second': 37.0, 'chunks_count': 1.0, 'attempt': 1}",7,889,500,8,5,0,200,97,80,1,0.027990470000000003
"{'delay': 135.0, 'rssi': -21.0, 'snr': 5.0, 'time_over_air': 37.0, 'bytes_per_second': 243.0, 'chunks_count': 1.0, 'attempt': 1}",11,889,125,6,12,0,200,28,100,1,0.023995225000000002
"{'delay': 2188.0, 'rssi': -17.0, 'snr': 12.25, 'time_over_air': 857.0, 'bytes_per_second': 10.0, 'chunks_count': 1.0, 'attempt': 1}",8,871,125,5,5,0,200,57,80,1,0.03154296333
"{'delay': 435.0, 'rssi': -23.0, 'snr': 12.0, 'time_over_air': 173.0, 'bytes_per_second': 52.0, 'chunks_count': 1.0, 'attempt': 1}",8,887,250,5,13,0,200,28,100,1,0.03375376
"{'delay': 187.0, 'rssi': -16.0, 'snr': 12.25, 'time_over_air': 57.0, 'bytes_per_second': 157.0, 'chunks_count': 1.0, 'attempt': 1}",12,881,500,5,7,0,200,42,80,1,0.022134550000000003
"{'delay': 1205.0, 'rssi': -16.0, 'snr': 5.75, 'time_over_air': 527.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",11,882,250,6,20,0,200,8,140,1,0.024245416670000002
"{'delay': 745.0, 'rssi': -10.0, 'snr': 14.0, 'time_over_air': 265.0, 'bytes_per_second': 33.0, 'chunks_count': 1.0, 'attempt': 1}",10,876,500,5,12,0,200,18,100,1,0.028874024999999998
"{'delay': 255.0, 'rssi': -14.0, 'snr': 8.25, 'time_over_air': 83.0, 'bytes_per_second': 108.0, 'chunks_count': 1.0, 'attempt': 1}",6,878,500,6,8,1,200,89,100,1,0.03060589667
"{'delay': 191.0, 'rssi': -14.0, 'snr': 3.25, 'time_over_air': 16.0, 'bytes_per_second': 562.0, 'chunks_count': 1.0, 'attempt': 1}",12,879,250,8,2,0,200,72,80,1,0.021548816670000002
"{'delay': 3762.0, 'rssi': -25.0, 'snr': 10.75, 'time_over_air': 1643.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 1}",12,883,250,5,5,0,200,69,80,1,0.018922246670000004
"{'delay': 3762.0, 'rssi': -25.0, 'snr': 9.75, 'time_over_air': 1643.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 2}",11,881,125,6,5,0,200,15,80,1,0.02937922333
"{'delay': 1761.0, 'rssi': -13.0, 'snr': 13.5, 'time_over_air': 644.0, 'bytes_per_second': 13.0, 'chunks_count': 1.0, 'attempt': 1}",6,881,250,5,5,1,200,52,80,1,0.03583202117
"{'delay': 731.0, 'rssi': -8.0, 'snr': 13.75, 'time_over_air': 292.0, 'bytes_per_second': 30.0, 'chunks_count': 1.0, 'attempt': 1}",10,861,125,6,2,0,200,84,80,1,0.02588343333
"{'delay': 1989.0, 'rssi': -24.0, 'snr': 10.75, 'time_over_air': 887.0, 'bytes_per_second': 10.0, 'chunks_count': 1.0, 'attempt': 1}",11,882,250,7,16,0,200,37,120,1,0.02311075
"{'delay': 1277.0, 'rssi': -7.0, 'snr': 13.25, 'time_over_air': 519.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",8,862,250,7,14,0,200,42,120,1,0.03285522667
"{'delay': 233.0, 'rssi': -15.0, 'snr': 12.5, 'time_over_air': 78.0, 'bytes_per_second': 115.0, 'chunks_count': 1.0, 'attempt': 1}",12,882,250,6,3,0,200,21,80,1,0.02896615667
"{'delay': 1861.0, 'rssi': -17.0, 'snr': 13.25, 'time_over_air': 742.0, 'bytes_per_second': 12.0, 'chunks_count': 1.0, 'attempt': 1}",9,890,125,6,15,0,200,69,120,1,0.02622077
"{'delay': 949.0, 'rssi': -5.0, 'snr': 14.0, 'time_over_air': 407.0, 'bytes_per_second': 22.0, 'chunks_count': 1.0, 'attempt': 1}",10,887,125,7,11,0,200,35,100,1,0.027564840000000004
"{'delay': 1244.0, 'rssi': -7.0, 'snr': 12.0, 'time_over_air': 502.0, 'bytes_per_second': 17.0, 'chunks_count': 1.0, 'attempt': 1}",12,878,500,6,2,0,200,24,80,1,0.02480521667
"{'delay': 959.0, 'rssi': -15.0, 'snr': 6.75, 'time_over_air': 396.0, 'bytes_per_second': 22.0, 'chunks_count': 1.0, 'attempt': 1}",7,890,250,8,8,0,200,88,100,1,0.030976456670000003
"{'delay': 205.0, 'rssi': -10.0, 'snr': 9.75, 'time_over_air': 68.0, 'bytes_per_second': 132.0, 'chunks_count': 1.0, 'attempt': 1}",7,870,125,6,5,0,200,61,80,1,0.030283083330000002
"{'delay': 275.0, 'rssi': -17.0, 'snr': 9.75, 'time_over_air': 100.0, 'bytes_per_second': 90.0, 'chunks_count': 1.0, 'attempt': 1}",12,866,250,8,9,0,200,70,100,1,0.020203666670000002
"{'delay': 3696.0, 'rssi': -17.0, 'snr': 11.25, 'time_over_air': 1610.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 1}",6,885,125,8,8,1,200,35,100,1,0.02020358333
"{'delay': 3697.0, 'rssi': -17.0, 'snr': 11.25, 'time_over_air': 1610.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 2}",9,870,250,6,16,0,200,44,120,1,0.03100289167
"{'delay': 401.0, 'rssi': -6.0, 'snr': 14.0, 'time_over_air': 153.0, 'bytes_per_second': 58.0, 'chunks_count': 1.0, 'attempt': 1}",9,876,125,6,16,0,200,30,120,1,0.028644525
"{'delay': 630.0, 'rssi': -6.0, 'snr': 14.25, 'time_over_air': 247.0, 'bytes_per_second': 36.0, 'chunks_count': 1.0, 'attempt': 1}",8,879,500,8,7,0,200,71,80,1,0.02851791667
"{'delay': 179.0, 'rssi': -10.0, 'snr': 6.75, 'time_over_air': 55.0, 'bytes_per_second': 163.0, 'chunks_count': 1.0, 'attempt': 1}",11,864,250,7,6,0,200,51,80,1,0.02852567333
"{'delay': 1507.0, 'rssi': -20.0, 'snr': 12.75, 'time_over_air': 633.0, 'bytes_per_second': 14.0, 'chunks_count': 1.0, 'attempt': 1}",6,884,500,8,13,1,200,90,100,1,0.03036331
"{'delay': 226.0, 'rssi': 1.0, 'snr': 3.5, 'time_over_air': 17.0, 'bytes_per_second': 529.0, 'chunks_count': 1.0, 'attempt': 1}",11,868,500,5,6,0,200,66,80,1,0.026048593330000005
"{'delay': 848.0, 'rssi': -9.0, 'snr': 8.25, 'time_over_air': 362.0, 'bytes_per_second': 24.0, 'chunks_count': 1.0, 'attempt': 1}",12,884,500,6,17,0,200,19,120,1,0.01783266667
"{'delay': 878.0, 'rssi': -4.0, 'snr': 7.75, 'time_over_air': 355.0, 'bytes_per_second': 25.0, 'chunks_count': 1.0, 'attempt': 1}",6,871,500,7,9,1,200,9,100,1,0.043685876670000005
"{'delay': 187.0, 'rssi': -2.0, 'snr': 3.75, 'time_over_air': 6.0, 'bytes_per_second': 1500.0, 'chunks_count': 1.0, 'attempt': 1}",6,880,250,5,8,1,200,44,100,1,0.033390445000000005
"{'delay': 263.0, 'rssi': -6.0, 'snr': 7.25, 'time_over_air': 19.0, 'bytes_per_second': 473.0, 'chunks_count': 1.0, 'attempt': 1}",6,877,250,6,11,1,200,79,100,1,0.031249510000000005
"{'delay': 315.0, 'rssi': -5.0, 'snr': 7.25, 'time_over_air': 28.0, 'bytes_per_second': 321.0, 'chunks_count': 1.0, 'attempt': 1}",12,884,500,5,2,0,200,32,80,1,0.025004666669999998
"{'delay': 1041.0, 'rssi': -14.0, 'snr': 7.25, 'time_over_air': 445.0, 'bytes_per_second': 20.0, 'chunks_count': 1.0, 'attempt': 1}",10,872,500,5,9,0,200,20,100,1,0.026897503330000003
"{'delay': 264.0, 'rssi': -8.0, 'snr': 6.25, 'time_over_air': 87.0, 'bytes_per_second': 103.0, 'chunks_count': 1.0, 'attempt': 1}",10,878,500,7,11,0,200,36,100,1,0.02674134333
"{'delay': 357.0, 'rssi': -8.0, 'snr': 7.0, 'time_over_air': 128.0, 'bytes_per_second': 70.0, 'chunks_count': 1.0, 'attempt': 1}",7,871,250,5,15,0,200,42,120,1,0.03228895667
"{'delay': 141.0, 'rssi': -6.0, 'snr': 10.0, 'time_over_air': 39.0, 'bytes_per_second': 230.0, 'chunks_count': 1.0, 'attempt': 1}",11,888,500,6,20,0,200,67,140,1,0.01780933333
"{'delay': 884.0, 'rssi': -5.0, 'snr': 7.75, 'time_over_air': 374.0, 'bytes_per_second': 24.0, 'chunks_count': 1.0, 'attempt': 1}",6,886,500,8,17,1,200,19,120,1,0.037998986670000005
"{'delay': 208.0, 'rssi': 3.0, 'snr': 3.25, 'time_over_air': 8.0, 'bytes_per_second': 1125.0, 'chunks_count': 1.0, 'attempt': 1}",10,874,500,5,9,0,200,42,100,1,0.02555928667
"{'delay': 354.0, 'rssi': -8.0, 'snr': 5.75, 'time_over_air': 132.0, 'bytes_per_second': 68.0, 'chunks_count': 1.0, 'attempt': 1}",6,876,125,8,14,1,200,94,120,1,0.02591639
"{'delay': 353.0, 'rssi': -8.0, 'snr': 7.0, 'time_over_air': 132.0, 'bytes_per_second': 68.0, 'chunks_count': 1.0, 'attempt': 2}",8,886,250,7,3,0,200,95,80,1,0.03261520667
"{'delay': 342.0, 'rssi': -17.0, 'snr': 12.5, 'time_over_air': 132.0, 'bytes_per_second': 68.0, 'chunks_count': 1.0, 'attempt': 1}",12,861,250,8,12,0,200,80,100,1,0.017844250000000002
"{'delay': 4025.0, 'rssi': -16.0, 'snr': 9.0, 'time_over_air': 1774.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 1}",7,870,500,8,5,0,200,78,80,1,0.01784433333
"{'delay': 4024.0, 'rssi': -15.0, 'snr': 9.0, 'time_over_air': 1774.0, 'bytes_per_second': 5.0, 'chunks_count': 1.0, 'attempt': 2}",6,869,250,8,4,1,200,42,80,1,0.03254802333
"{'delay': 364.0, 'rssi': -14.0, 'snr': 7.0, 'time_over_air': 21.0, 'bytes_per_second': 428.0, 'chunks_count': 1.0, 'attempt': 1}",7,862,125,8,6,0,200,29,80,1,0.030539480000000004
"{'delay': 232.0, 'rssi': -19.0, 'snr': 9.5, 'time_over_air': 76.0, 'bytes_per_second': 118.0, 'chunks_count': 1.0, 'attempt': 1}",12,870,500,5,10,0,200,38,100,1,0.02240409333
"{'delay': 1139.0, 'rssi': -4.0, 'snr': 6.5, 'time_over_air': 494.0, 'bytes_per_second': 18.0, 'chunks_count': 1.0, 'attempt': 1}",10,880,500,5,12,0,200,62,100,1,0.026500608329999998
"{'delay': 435.0, 'rssi': -5.0, 'snr': 7.5, 'time_over_air': 173.0, 'bytes_per_second': 52.0, 'chunks_count': 1.0, 'attempt': 1}",7,877,500,5,12,0,200,90,100,1,0.028679933330000004
"{'delay': 124.0, 'rssi': -4.0, 'snr': 5.25, 'time_over_air': 32.0, 'bytes_per_second': 281.0, 'chunks_count': 1.0, 'attempt': 1}",12,861,250,7,20,0,200,93,140,1,0.017965000000000002
"{'delay': 4336.0, 'rssi': -13.0, 'snr': 9.25, 'time_over_air': 1954.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 1}",6,888,125,8,6,1,200,52,80,1,0.017965000000000002
"{'delay': 4336.0, 'rssi': -14.0, 'snr': 9.25, 'time_over_air': 1954.0, 'bytes_per_second': 4.0, 'chunks_count': 1.0, 'attempt': 2}",11,880,250,7,9,0,200,15,100,1,0.03203574667
"{'delay': 918.0, 'rssi': -12.0, 'snr': 14.5, 'time_over_air': 338.0, 'bytes_per_second': 26.0, 'chunks_count': 1.0, 'attempt': 1}",9,882,250,6,9,0,200,56,100,1,0.033697319999999996
"{'delay': 449.0, 'rssi': -10.0, 'snr': 14.5, 'time_over_air': 177.0, 'bytes_per_second': 50.0, 'chunks_count': 1.0, 'attempt': 1}",9,883,500,6,12,0,200,14,100,1,0.02914563333
"{'delay': 167.0, 'rssi': -9.0, 'snr': 7.0, 'time_over_air': 46.0, 'bytes_per_second': 195.0, 'chunks_count': 1.0, 'attempt': 1}",8,887,500,7,6,0,200,93,80,1,0.02838345
"{'delay': 198.0, 'rssi': -17.0, 'snr': 7.0, 'time_over_air': 65.0, 'bytes_per_second': 138.0, 'chunks_count': 1.0, 'attempt': 1}",8,875,250,6,16,0,200,23,120,1,0.033314458330000005
"{'delay': 186.0, 'rssi': -7.0, 'snr': 12.5, 'time_over_air': 55.0, 'bytes_per_second': 163.0, 'chunks_count': 1.0, 'attempt': 1}",10,884,125,7,10,0,200,22,100,1,0.029057756670000004
"{'delay': 1031.0, 'rssi': -9.0, 'snr': 12.25, 'time_over_air': 396.0, 'bytes_per_second': 22.0, 'chunks_count': 1.0, 'attempt': 1}",9,884,500,6,6,0,200,75,80,1,0.028101256670000005
"{'delay': 291.0, 'rssi': -15.0, 'snr': 7.75, 'time_over_air': 108.0, 'bytes_per_second': 83.0, 'chunks_count': 1.0, 'attempt': 1}",12,887,500,5,8,0,200,92,100,1,0.020592413330000003
"{'delay': 2024.0, 'rssi': -8.0, 'snr': 7.75, 'time_over_air': 936.0, 'bytes_per_second': 9.0, 'chunks_count': 1.0, 'attempt': 1}",9,869,500,7,12,0,200,97,100,1,0.026831450000000003
"{'delay': 346.0, 'rssi': -9.0, 'snr': 7.25, 'time_over_air': 134.0, 'bytes_per_second': 67.0, 'chunks_count': 1.0, 'attempt': 1}",6,874,500,7,5,1,200,86,80,1,0.031123043330000003
"{'delay': 207.0, 'rssi': -11.0, 'snr': 3.75, 'time_over_air': 16.0, 'bytes_per_second': 562.0, 'chunks_count': 1.0, 'attempt': 1}",8,874,250,8,8,0,200,49,100,1,0.03317014
"{'delay': 258.0, 'rssi': -12.0, 'snr': 12.5, 'time_over_air': 88.0, 'bytes_per_second': 102.0, 'chunks_count': 1.0, 'attempt': 1}",10,873,500,5,15,0,200,36,120,1,0.02661578333
"{'delay': 329.0, 'rssi': -6.0, 'snr': 8.0, 'time_over_air': 120.0, 'bytes_per_second': 75.0, 'chunks_count': 1.0, 'attempt': 1}",10,885,500,6,4,0,200,77,80,1,0.026009870000000004
"{'delay': 511.0, 'rssi': -16.0, 'snr': 6.75, 'time_over_air': 208.0, 'bytes_per_second': 43.0, 'chunks_count': 1.0, 'attempt': 1}",7,865,250,7,15,0,200,57,120,1,0.031154
"{'delay': 168.0, 'rssi': -15.0, 'snr': 9.75, 'time_over_air': 50.0, 'bytes_per_second': 180.0, 'chunks_count': 1.0, 'attempt': 1}",7,874,250,5,2,0,200,86,80,1,0.03136205
"{'delay': 186.0, 'rssi': -19.0, 'snr': 9.75, 'time_over_air': 61.0, 'bytes_per_second': 147.0, 'chunks_count': 1.0, 'attempt': 1}",12,883,500,6,14,0,200,31,120,1,0.02118451833
"{'delay': 1074.0, 'rssi': -5.0, 'snr': 7.75, 'time_over_air': 453.0, 'bytes_per_second': 19.0, 'chunks_count': 1.0, 'attempt': 1}",12,863,250,6,4,0,200,14,80,1,0.028969696670000003
"{'delay': 1632.0, 'rssi': -24.0, 'snr': 12.75, 'time_over_air': 627.0, 'bytes_per_second': 14.0, 'chunks_count': 1.0, 'attempt': 1}",11,862,500,5,17,0,200,71,120,1,0.01754158333
"{'delay': 889.0, 'rssi': -12.0, 'snr': 7.5, 'time_over_air': 382.0, 'bytes_per_second': 23.0, 'chunks_count': 1.0, 'attempt': 1}",12,860,500,8,12,0,200,23,100,1,0.02242175
"{'delay': 1041.0, 'rssi': -14.0, 'snr': 6.25, 'time_over_air': 420.0, 'bytes_per_second': 21.0, 'chunks_count': 1.0, 'attempt': 1}",8,882,125,6,15,0,200,38,120,1,0.0300724
"{'delay': 376.0, 'rssi': -8.0, 'snr': 12.0, 'time_over_air': 140.0, 'bytes_per_second': 64.0, 'chunks_count': 1.0, 'attempt': 1}",8,870,125,7,14,0,200,83,120,1,0.02939482167
"{'delay': 578.0, 'rssi': -8.0, 'snr': 12.5, 'time_over_air': 239.0, 'bytes_per_second': 37.0, 'chunks_count': 1.0, 'attempt': 1}",6,890,500,8,16,1,200,19,120,1,0.03803726667
"{'delay': 208.0, 'rssi': 1.0, 'snr': 3.25, 'time_over_air': 8.0, 'bytes_per_second': 1125.0, 'chunks_count': 1.0, 'attempt': 1}",9,887,500,6,10,0,200,14,100,1,0.027941173330000003
"{'delay': 167.0, 'rssi': -9.0, 'snr': 5.75, 'time_over_air': 46.0, 'bytes_per_second': 195.0, 'chunks_count': 1.0, 'attempt': 1}",8,889,250,7,8,0,200,69,100,1,0.032811775
"{'delay': 289.0, 'rssi': -11.0, 'snr': 12.5, 'time_over_air': 105.0, 'bytes_per_second': 85.0, 'chunks_count': 1.0, 'attempt': 1}",8,880,250,7,5,0,200,73,80,1,0.032866623330000004
"{'delay': 297.0, 'rssi': -18.0, 'snr': 12.5, 'time_over_air': 109.0, 'bytes_per_second': 82.0, 'chunks_count': 1.0, 'attempt': 1}",8,881,500,8,4,0,200,81,80,1,0.02832145667
"{'delay': 190.0, 'rssi': -18.0, 'snr': 6.75, 'time_over_air': 61.0, 'bytes_per_second': 147.0, 'chunks_count': 1.0, 'attempt': 1}",6,866,125,5,14,1,200,80,120,1,0.027814558330000003
"{'delay': 501.0, 'rssi': -13.0, 'snr': 6.5, 'time_over_air': 55.0, 'bytes_per_second': 163.0, 'chunks_count': 1.0, 'attempt': 1}",10,879,250,5,10,0,200,21,100,1,0.03109870333
"{'delay': 478.0, 'rssi': -8.0, 'snr': 12.0, 'time_over_air': 178.0, 'bytes_per_second': 50.0, 'chunks_count': 1.0, 'attempt': 1}",11,872,500,8,5,0,200,73,80,1,0.025524816670000002
"{'delay': 991.0, 'rssi': -19.0, 'snr': 8.0, 'time_over_air': 415.0, 'bytes_per_second': 21.0, 'chunks_count': 1.0, 'attempt': 1}",10,865,500,7,7,0,200,62,80,1,0.02757956667
"{'delay': 464.0, 'rssi': -17.0, 'snr': 8.25, 'time_over_air': 181.0, 'bytes_per_second': 49.0, 'chunks_count': 1.0, 'attempt': 1}",6,886,500,6,4,1,200,95,80,1,0.02968346333
"{'delay': 192.0, 'rssi': -12.0, 'snr': 2.75, 'time_over_air': 17.0, 'bytes_per_second': 529.0, 'chunks_count': 1.0, 'attempt': 1}",6,888,500,6,14,1,200,41,120,1,0.03482328333
"{'delay': 178.0, 'rssi': 1.0, 'snr': 3.0, 'time_over_air': 10.0, 'bytes_per_second': 899.0, 'chunks_count': 1.0, 'attempt': 1}",10,888,500,7,5,0,200,21,80,1,0.028077320000000003
"{'delay': 296.0, 'rssi': -17.0, 'snr': 7.5, 'time_over_air': 97.0, 'bytes_per_second': 92.0, 'chunks_count': 1.0, 'attempt': 1}",12,890,125,7,5,0,200,97,80,1,0.016267416670000003
"{'delay': 8877.0, 'rssi': -17.0, 'snr': 9.0, 'time_over_air': 4039.0, 'bytes_per_second': 2.0, 'chunks_count': 1.0, 'attempt': 1}",9,883,250,5,6,0,200,36,80,1,0.03376073333
"{'delay': 350.0, 'rssi': -16.0, 'snr': 13.75, 'time_over_air': 130.0, 'bytes_per_second': 69.0, 'chunks_count': 1.0, 'attempt': 1}",8,887,250,5,4,0,200,66,80,1,0.032881440000000005
"{'delay': 264.0, 'rssi': -19.0, 'snr': 12.25, 'time_over_air': 96.0, 'bytes_per_second': 93.0, 'chunks_count': 1.0, 'attempt': 1}",7,870,125,6,20,0,200,85,140,1,0.02590716667
"{'delay': 324.0, 'rssi': -9.0, 'snr': 10.0, 'time_over_air': 125.0, 'bytes_per_second': 71.0, 'chunks_count': 1.0, 'attempt': 2}",8,890,500,6,3,0,200,80,80,1,0.02874895667
"{'delay': 179.0, 'rssi': -18.0, 'snr': 7.0, 'time_over_air': 57.0, 'bytes_per_second': 157.0, 'chunks_count': 1.0, 'attempt': 1}",7,872,125,5,5,0,200,93,80,1,0.02956174
"{'delay': 330.0, 'rssi': -17.0, 'snr': 9.5, 'time_over_air': 129.0, 'bytes_per_second': 69.0, 'chunks_count': 1.0, 'attempt': 1}",11,877,500,8,5,0,200,68,80,1,0.02592036667
"{'delay': 950.0, 'rssi': -17.0, 'snr': 8.25, 'time_over_air': 395.0, 'bytes_per_second': 22.0, 'chunks_count': 1.0, 'attempt': 1}",6,867,250,8,20,1,200,40,140,1,0.03265433333
"{'delay': 364.0, 'rssi': -11.0, 'snr': 7.5, 'time_over_air': 20.0, 'bytes_per_second': 449.0, 'chunks_count': 1.0, 'attempt': 1}",12,865,125,8,3,0,200,90,80,1,0.0158685
"{'delay': 8648.0, 'rssi': -26.0, 'snr': 8.5, 'time_over_air': 3875.0, 'bytes_per_second': 2.0, 'chunks_count': 1.0, 'attempt': 1}",7,867,500,7,20,0,200,62,140,1,0.028847800000000003
"{'delay': 114.0, 'rssi': -12.0, 'snr': 5.5, 'time_over_air': 27.0, 'bytes_per_second': 333.0, 'chunks_count': 1.0, 'attempt': 1}",6,864,250,6,16,1,200,24,120,1,0.03519413333
"{'delay': 287.0, 'rssi': -12.0, 'snr': 7.0, 'time_over_air': 14.0, 'bytes_per_second': 642.0, 'chunks_count': 1.0, 'attempt': 1}",10,863,250,8,3,0,200,61,80,1,0.02988018667
"{'delay': 892.0, 'rssi': -25.0, 'snr': 11.75, 'time_over_air': 366.0, 'bytes_per_second': 24.0, 'chunks_count': 1.0, 'attempt': 1}",10,878,500,6,8,0,200,14,100,1,0.029385578330000002
