SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
12,886,125,5,9,0,200,29,100,1,1,0.1561
11,867,125,8,5,0,200,46,80,1,1,0.1552
12,862,250,8,14,0,200,54,120,1,1,0.1551
12,868,125,5,17,0,200,85,120,1,1,0.1514
11,867,125,5,20,0,200,76,140,1,1,0.1438
12,861,125,5,17,0,200,79,120,1,1,0.1334
12,872,500,5,20,0,200,29,140,1,1,0.1285
12,864,125,8,6,0,200,16,80,1,1,0.1246
12,861,125,6,4,0,200,99,80,1,1,0.1167
12,866,125,5,2,0,200,39,80,1,1,0.1057
