SF,FQ,BW,CR,TP,IH,HS,PL,CL,RT,count,reward
10,863,500,5,2,0,200,40,80,1,1,0.0877
12,860,500,8,9,0,200,60,100,1,1,0.0845
12,888,125,5,6,0,200,46,80,1,1,0.0803
11,862,250,5,4,0,200,91,80,1,1,0.0787
11,864,250,8,6,0,200,87,80,1,1,0.0779
9,882,500,7,5,0,200,53,80,1,1,0.0772
12,868,250,8,14,0,200,63,120,1,1,0.0766
12,887,500,7,7,0,200,90,80,1,1,0.0764
12,866,125,8,10,0,200,65,100,1,1,0.0710
10,886,500,7,3,0,200,61,80,1,1,0.0693
12,889,125,8,20,0,200,84,140,1,1,0.0692
12,862,250,7,3,0,200,75,80,1,1,0.0570
12,871,125,6,5,0,200,77,80,1,1,0.0562
12,886,125,7,7,0,200,63,80,1,1,0.0553
12,889,250,7,9,0,200,96,100,1,1,0.0446
12,888,125,7,9,0,200,94,100,1,1,0.0276
